person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
25,33996,RENT,0,VENTURE,5000,9.38,0.15,3,0
24,42000,MORTGAGE,3,MEDICAL,8500,7.51,0.2,4,0
25,34000,RENT,6,VENTURE,5000,,0.15,2,0
23,34000,RENT,4,VENTURE,5000,7.88,0.15,4,0
21,42000,MORTGAGE,6,EDUCATION,3500,7.51,0.08,2,0
22,34000,RENT,3,DEBTCONSOLIDATION,5000,8,0.15,4,0
25,34400,RENT,9,VENTURE,5000,13.49,0.15,4,0
22,34500,RENT,1,VENTURE,5000,,0.14,4,0
23,34800,RENT,1,HOMEIMPROVEMENT,5000,10.99,0.14,2,1
23,42000,MORTGAGE,7,EDUCATION,10000,14.59,0.24,2,0
24,34900,RENT,3,DEBTCONSOLIDATION,5000,11.49,0.14,3,0
22,34992,RENT,1,PERSONAL,5000,,0.14,3,0
24,35000,RENT,4,MEDICAL,5000,11.71,0.14,3,0
25,35000,RENT,0,MEDICAL,5000,11.71,0.14,2,0
21,35000,RENT,5,MEDICAL,5000,10.65,0.14,3,0
22,35000,RENT,2,MEDICAL,5000,11.71,0.14,2,0
23,35000,RENT,5,PERSONAL,5000,6.99,0.14,2,0
26,29000,RENT,6,MEDICAL,5000,12.99,0.17,2,1
25,36000,MORTGAGE,6,MEDICAL,10000,,0.28,2,1
23,42000,MORTGAGE,2,EDUCATION,5200,10.25,0.12,4,0
22,35000,RENT,6,MEDICAL,5000,,0.14,4,0
23,35000,RENT,3,MEDICAL,5000,,0.14,2,0
25,35000,RENT,3,MEDICAL,5000,10.36,0.14,3,0
22,35000,RENT,3,DEBTCONSOLIDATION,5000,7.88,0.14,3,0
24,35000,RENT,8,DEBTCONSOLIDATION,5000,7.88,0.14,4,0
22,35000,RENT,4,PERSONAL,5000,13.23,0.14,2,0
25,42000,MORTGAGE,5,DEBTCONSOLIDATION,7000,8.59,0.17,3,0
25,36000,MORTGAGE,2,DEBTCONSOLIDATION,13750,13.22,0.38,4,1
26,42000,MORTGAGE,0,VENTURE,4500,11.48,0.11,3,0
25,29000,RENT,3,DEBTCONSOLIDATION,5000,15.7,0.17,3,1
22,42000,MORTGAGE,6,MEDICAL,5000,8.94,0.12,2,0
23,29000,RENT,1,MEDICAL,5000,,0.17,3,1
24,29004,RENT,4,EDUCATION,5000,6.92,0.17,3,1
23,35004,RENT,4,MEDICAL,5000,14.72,0.14,3,0
25,42000,MORTGAGE,2,PERSONAL,6000,8.94,0.14,2,0
24,42000,MORTGAGE,2,HOMEIMPROVEMENT,7000,8.59,0.17,2,0
25,35004,RENT,3,PERSONAL,5000,8.94,0.14,2,0
23,35520,RENT,3,EDUCATION,5000,13.57,0.14,3,0
21,35550,RENT,3,PERSONAL,5000,,0.14,4,0
26,35880,RENT,2,VENTURE,5000,7.68,0.14,4,0
22,30000,RENT,3,MEDICAL,5000,18.25,0.17,2,1
21,42000,OTHER,5,DEBTCONSOLIDATION,12000,14.26,0.29,4,0
23,36000,RENT,1,EDUCATION,5000,14.79,0.14,2,0
21,36000,RENT,3,EDUCATION,5000,12.99,0.14,4,0
23,30000,RENT,7,PERSONAL,5000,14.17,0.17,3,1
26,36000,RENT,4,VENTURE,5000,10.37,0.14,4,0
23,42000,MORTGAGE,1,PERSONAL,5750,13.57,0.14,3,0
22,30000,RENT,2,DEBTCONSOLIDATION,5000,14.54,0.17,4,1
23,36000,RENT,0,EDUCATION,5000,,0.14,3,0
23,36000,RENT,,DEBTCONSOLIDATION,5000,6.17,0.14,2,0
22,30000,RENT,6,MEDICAL,5000,17.43,0.17,2,1
26,42000,MORTGAGE,4,MEDICAL,15000,11.26,0.36,4,0
23,42000,OWN,7,PERSONAL,4400,11.89,0.1,4,0
22,30000,RENT,4,VENTURE,5000,15.21,0.17,3,1
24,30000,RENT,1,HOMEIMPROVEMENT,5000,15.7,0.17,4,1
22,36000,RENT,,MEDICAL,5000,13.48,0.14,3,0
23,36000,RENT,1,MEDICAL,5000,13.22,0.14,4,0
23,36100,RENT,2,EDUCATION,5000,7.49,0.14,4,0
22,42000,MORTGAGE,1,EDUCATION,13000,,0.31,4,0
25,42000,OWN,9,HOMEIMPROVEMENT,8000,9.63,0.19,2,0
26,36225,RENT,2,VENTURE,5000,12.84,0.14,4,0
24,36396,RENT,8,DEBTCONSOLIDATION,5000,6.03,0.14,3,0
26,36400,RENT,3,MEDICAL,5000,8.9,0.14,4,0
25,36480,RENT,4,DEBTCONSOLIDATION,5000,6.54,0.14,2,0
22,36996,RENT,3,VENTURE,5000,9.99,0.14,3,0
23,42000,MORTGAGE,3,EDUCATION,5400,11.78,0.13,4,0
24,42000,OWN,1,VENTURE,7500,10.51,0.18,3,0
22,36996,RENT,0,MEDICAL,5000,5.42,0.14,2,0
24,42000,MORTGAGE,2,PERSONAL,2000,11.28,0.05,2,0
22,37000,RENT,4,PERSONAL,5000,10.65,0.14,4,0
26,36000,MORTGAGE,10,HOMEIMPROVEMENT,5000,12.29,0.14,3,1
22,37500,RENT,4,PERSONAL,5000,11.03,0.13,3,0
26,42000,MORTGAGE,11,EDUCATION,15075,12.92,0.36,2,0
23,31516,RENT,,DEBTCONSOLIDATION,5000,9.91,0.16,4,1
23,42000,OWN,1,PERSONAL,5400,,0.13,2,0
23,42048,MORTGAGE,7,EDUCATION,8500,7.74,0.2,3,0
23,32000,RENT,,PERSONAL,5000,9.91,0.16,3,1
24,38000,RENT,8,MEDICAL,5000,13.99,0.13,4,0
23,32000,RENT,5,HOMEIMPROVEMENT,5000,,0.16,4,1
22,38000,RENT,0,EDUCATION,5000,7.29,0.13,3,0
21,38000,RENT,0,EDUCATION,5000,,0.13,4,0
23,42179,MORTGAGE,1,EDUCATION,10000,5.42,0.24,4,0
23,38000,RENT,0,MEDICAL,5000,11.58,0.13,3,0
25,32000,RENT,1,EDUCATION,5000,15.37,0.16,3,1
23,32000,RENT,2,VENTURE,5000,13.93,0.16,4,1
23,38004,RENT,5,VENTURE,5000,6.91,0.13,2,0
25,42240,OWN,10,HOMEIMPROVEMENT,8000,6.62,0.19,4,0
23,42240,MORTGAGE,3,EDUCATION,5500,12.73,0.13,3,0
24,42252,MORTGAGE,3,PERSONAL,8000,12.84,0.19,2,0
26,32352,RENT,0,VENTURE,5000,14.84,0.15,4,1
21,38400,RENT,5,PERSONAL,5000,10.59,0.13,4,0
25,42348,MORTGAGE,9,DEBTCONSOLIDATION,8000,,0.19,2,0
24,38400,RENT,3,MEDICAL,5000,10.99,0.13,2,0
24,38400,RENT,3,DEBTCONSOLIDATION,5000,11.14,0.13,3,0
24,33000,RENT,1,MEDICAL,5000,21.36,0.15,2,1
21,33996,RENT,3,PERSONAL,5000,9.25,0.15,3,1
23,33996,RENT,0,PERSONAL,5000,14.84,0.15,2,1
24,33996,RENT,2,HOMEIMPROVEMENT,5000,14.96,0.15,2,1
24,33996,RENT,2,VENTURE,5000,12.92,0.15,4,1
21,36588,MORTGAGE,5,DEBTCONSOLIDATION,1000,14.61,0.03,2,1
22,34000,RENT,6,PERSONAL,5000,,0.15,4,1
24,34000,RENT,2,EDUCATION,5000,12.23,0.15,2,1
22,34000,RENT,4,DEBTCONSOLIDATION,5000,12.73,0.15,3,1
21,34000,RENT,2,PERSONAL,5000,14.59,0.15,4,1
22,34500,RENT,2,MEDICAL,5000,16.89,0.14,3,1
25,34800,RENT,2,PERSONAL,5000,16.02,0.14,3,1
22,34800,RENT,0,MEDICAL,5000,15.21,0.14,2,1
22,35000,RENT,4,EDUCATION,5000,15.96,0.14,4,1
21,35000,RENT,6,PERSONAL,5000,14.79,0.14,2,1
25,35280,RENT,0,HOMEIMPROVEMENT,5000,14.96,0.14,3,1
22,36000,RENT,1,EDUCATION,5000,12.68,0.14,4,1
22,36000,RENT,5,MEDICAL,5000,16.32,0.14,4,1
24,36000,RENT,2,DEBTCONSOLIDATION,5000,14.59,0.14,2,1
23,36000,RENT,0,VENTURE,5000,13.22,0.14,4,1
24,37000,MORTGAGE,8,HOMEIMPROVEMENT,10000,,0.27,2,1
24,36100,RENT,4,DEBTCONSOLIDATION,5000,12.92,0.14,3,1
24,37000,RENT,3,MEDICAL,5000,16.45,0.14,3,1
22,37900,RENT,2,MEDICAL,5000,12.18,0.13,2,1
24,38500,RENT,0,MEDICAL,5000,14.84,0.13,2,1
24,37000,MORTGAGE,7,DEBTCONSOLIDATION,6250,7.14,0.17,4,1
24,39000,RENT,1,DEBTCONSOLIDATION,5000,16.77,0.13,3,1
22,39000,RENT,2,MEDICAL,5000,12.23,0.13,3,1
23,39000,RENT,3,DEBTCONSOLIDATION,5000,15.37,0.13,4,1
23,39600,RENT,4,MEDICAL,5000,14.84,0.13,2,1
24,39996,RENT,0,VENTURE,5000,14.11,0.13,3,1
26,40000,RENT,0,PERSONAL,5000,15.99,0.13,2,1
24,37000,MORTGAGE,0,MEDICAL,8500,12.53,0.23,2,1
25,41496,RENT,7,EDUCATION,5000,10.83,0.12,3,1
26,42000,RENT,3,PERSONAL,5000,13.99,0.12,3,1
23,37200,MORTGAGE,7,HOMEIMPROVEMENT,7000,10.59,0.19,2,1
21,42000,RENT,2,PERSONAL,5000,,0.12,4,1
23,37200,MORTGAGE,7,DEBTCONSOLIDATION,4000,7.66,0.11,2,1
23,42000,RENT,0,DEBTCONSOLIDATION,5000,,0.12,2,1
21,37200,MORTGAGE,3,MEDICAL,16800,6.17,0.45,2,1
24,37200,MORTGAGE,2,MEDICAL,8000,7.88,0.22,4,1
26,37200,MORTGAGE,10,DEBTCONSOLIDATION,16000,13.11,0.43,2,1
36,14004,RENT,0,MEDICAL,4800,15.28,0.34,15,1
39,56000,RENT,0,DEBTCONSOLIDATION,4800,16.7,0.09,12,1
37,59000,RENT,2,EDUCATION,4800,14.54,0.08,14,1
39,83400,RENT,2,EDUCATION,10000,16.4,0.12,14,1
37,103000,RENT,1,EDUCATION,10000,15.62,0.1,12,1
43,36000,MORTGAGE,,HOMEIMPROVEMENT,4000,6.62,0.11,16,1
40,73000,RENT,2,VENTURE,9975,16.29,0.14,16,1
36,24168,RENT,2,MEDICAL,9925,13.06,0.41,13,1
36,55200,RENT,3,MEDICAL,9900,14.84,0.18,13,1
42,29000,RENT,1,PERSONAL,5000,16.49,0.17,13,1
36,29000,RENT,0,MEDICAL,5000,16.45,0.17,13,1
39,34000,RENT,3,PERSONAL,5000,8.49,0.15,15,1
48,36655,MORTGAGE,,HOMEIMPROVEMENT,15000,12.69,0.41,16,1
45,34000,RENT,1,EDUCATION,5000,,0.15,11,1
36,37000,MORTGAGE,5,MEDICAL,3000,18.39,0.08,15,1
39,37200,RENT,1,EDUCATION,5000,15.62,0.13,15,1
38,39000,RENT,1,EDUCATION,5000,17.74,0.13,17,1
50,41496,RENT,9,DEBTCONSOLIDATION,5000,15.31,0.12,16,1
45,43800,RENT,0,EDUCATION,5000,,0.11,14,1
43,54000,RENT,0,HOMEIMPROVEMENT,9000,15.65,0.17,16,1
47,86000,RENT,0,HOMEIMPROVEMENT,9000,12.87,0.1,13,1
40,108000,RENT,10,HOMEIMPROVEMENT,9000,11.86,0.08,12,1
42,32400,RENT,1,DEBTCONSOLIDATION,8875,16.29,0.27,16,1
48,31824,RENT,18,MEDICAL,8800,15.62,0.28,11,1
36,44000,RENT,2,MEDICAL,5000,13.22,0.11,13,1
38,44000,RENT,0,PERSONAL,5000,15.65,0.11,14,1
39,24000,RENT,1,MEDICAL,8500,7.49,0.35,12,1
36,26000,RENT,,DEBTCONSOLIDATION,8500,10.62,0.33,14,1
37,27000,RENT,2,HOMEIMPROVEMENT,8500,8.49,0.31,17,1
43,46000,RENT,3,EDUCATION,5000,10.38,0.11,14,1
41,52106,RENT,4,DEBTCONSOLIDATION,5000,12.84,0.1,17,1
37,59000,RENT,0,PERSONAL,5000,14.84,0.08,14,1
44,54400,RENT,3,MEDICAL,5000,12.61,0.08,14,1
36,39600,MORTGAGE,17,EDUCATION,1800,14.09,0.05,17,1
38,108000,RENT,3,PERSONAL,5000,15.21,0.05,17,1
40,34500,RENT,2,PERSONAL,5400,12.61,0.16,13,1
37,54000,RENT,15,MEDICAL,5400,13.99,0.1,17,1
36,14400,RENT,0,EDUCATION,5500,17.56,0.38,11,1
37,40680,MORTGAGE,6,DEBTCONSOLIDATION,8000,15.21,0.2,13,1
37,54000,RENT,2,VENTURE,5500,13.23,0.1,12,1
38,30000,RENT,0,EDUCATION,5600,9.99,0.19,15,1
45,73000,RENT,0,EDUCATION,5600,15.27,0.08,11,1
48,39000,RENT,7,MEDICAL,5800,14.54,0.15,15,1
37,42000,MORTGAGE,,DEBTCONSOLIDATION,3000,6.17,0.07,13,1
38,18720,RENT,0,VENTURE,6000,15.99,0.32,12,1
38,25200,RENT,0,DEBTCONSOLIDATION,6000,14.59,0.24,12,1
48,42000,MORTGAGE,3,DEBTCONSOLIDATION,14400,12.87,0.34,17,1
48,30000,RENT,0,DEBTCONSOLIDATION,6000,12.42,0.2,12,1
38,32000,RENT,0,DEBTCONSOLIDATION,6000,11.36,0.19,16,1
43,33000,RENT,0,DEBTCONSOLIDATION,6000,15.62,0.18,14,1
40,32400,RENT,,HOMEIMPROVEMENT,6000,7.9,0.19,15,1
42,33564,RENT,5,PERSONAL,6000,16.29,0.18,15,1
39,42000,RENT,2,PERSONAL,6000,17.58,0.14,12,1
36,44000,RENT,2,HOMEIMPROVEMENT,6000,,0.14,12,1
40,44000,RENT,0,PERSONAL,6000,,0.14,12,1
37,44000,RENT,0,VENTURE,6000,17.04,0.14,17,1
48,49000,RENT,2,EDUCATION,6000,14.09,0.12,11,1
44,44000,MORTGAGE,2,VENTURE,5000,12.23,0.11,12,1
50,56100,RENT,3,MEDICAL,6000,16.49,0.09,14,1
36,44000,MORTGAGE,9,DEBTCONSOLIDATION,9400,13.3,0.21,15,1
36,44004,MORTGAGE,1,MEDICAL,1800,10,0.04,13,1
39,60520,RENT,6,MEDICAL,6000,15.33,0.08,15,1
36,25000,RENT,2,PERSONAL,6200,9.91,0.25,14,1
36,52000,RENT,2,DEBTCONSOLIDATION,7000,13.85,0.13,11,1
45,54000,RENT,3,EDUCATION,7000,,0.13,16,1
42,55392,RENT,17,DEBTCONSOLIDATION,7000,15.95,0.13,15,1
36,46000,MORTGAGE,6,PERSONAL,5350,15.27,0.12,12,1
37,14400,RENT,2,PERSONAL,6950,7.66,0.48,13,1
36,46800,MORTGAGE,20,MEDICAL,2800,7.51,0.06,12,1
40,52479,RENT,17,PERSONAL,6600,14.54,0.13,13,1
45,19368,RENT,0,HOMEIMPROVEMENT,6700,12.92,0.35,15,1
36,47000,MORTGAGE,4,MEDICAL,4900,14.11,0.1,11,1
38,48000,MORTGAGE,23,MEDICAL,9000,15.21,0.19,15,1
36,48000,MORTGAGE,3,EDUCATION,1500,13.92,0.03,13,1
37,48257,MORTGAGE,21,MEDICAL,7000,15.21,0.15,17,1
37,35000,RENT,0,DEBTCONSOLIDATION,7000,16.77,0.2,17,1
45,49000,OWN,5,MEDICAL,24250,19.03,0.49,11,1
40,38000,RENT,4,DEBTCONSOLIDATION,7000,15.99,0.18,16,1
36,49000,RENT,6,HOMEIMPROVEMENT,7000,10.74,0.14,16,1
41,58500,RENT,17,PERSONAL,7150,15.99,0.12,16,1
39,23000,RENT,,MEDICAL,7200,,0.31,17,1
37,29000,RENT,5,PERSONAL,7200,19.03,0.25,14,1
37,49000,MORTGAGE,3,MEDICAL,4000,15.65,0.08,17,1
36,49074,MORTGAGE,3,DEBTCONSOLIDATION,8000,15.68,0.16,14,1
39,49993,MORTGAGE,10,DEBTCONSOLIDATION,12600,16.89,0.25,15,1
43,19440,RENT,1,HOMEIMPROVEMENT,7500,9.01,0.39,11,1
38,26300,RENT,1,DEBTCONSOLIDATION,7500,13.47,0.29,12,1
36,51000,MORTGAGE,2,MEDICAL,10000,15.68,0.2,16,1
36,54000,RENT,2,HOMEIMPROVEMENT,7500,,0.14,14,1
39,117996,RENT,6,HOMEIMPROVEMENT,7500,13.24,0.06,14,1
48,128000,RENT,0,EDUCATION,7500,17.49,0.06,11,1
36,21324,RENT,0,DEBTCONSOLIDATION,7550,14.61,0.35,13,1
44,58000,MORTGAGE,13,VENTURE,6400,16.29,0.11,13,0
41,34560,RENT,8,DEBTCONSOLIDATION,7550,16.89,0.22,14,1
40,52000,MORTGAGE,6,HOMEIMPROVEMENT,7000,14.65,0.13,14,1
40,58000,MORTGAGE,9,EDUCATION,8000,18.79,0.14,12,0
36,80000,RENT,0,MEDICAL,7600,13.49,0.1,15,0
39,30000,RENT,1,HOMEIMPROVEMENT,7675,16,0.26,16,1
37,52700,RENT,1,VENTURE,7700,,0.15,13,0
40,63000,RENT,4,EDUCATION,7700,15.23,0.12,11,0
36,58000,MORTGAGE,12,PERSONAL,21600,6.54,0.37,14,0
37,29808,RENT,4,VENTURE,7750,,0.26,17,1
36,52000,MORTGAGE,11,PERSONAL,1500,11.36,0.03,17,1
43,58000,MORTGAGE,4,EDUCATION,9000,13.22,0.16,14,0
41,58000,MORTGAGE,6,DEBTCONSOLIDATION,5200,12.87,0.09,11,0
44,43000,RENT,3,DEBTCONSOLIDATION,7800,,0.18,13,0
46,58000,MORTGAGE,10,PERSONAL,6300,11.03,0.11,13,0
37,52200,MORTGAGE,2,DEBTCONSOLIDATION,16000,15.25,0.31,11,1
39,102000,RENT,4,EDUCATION,7800,11.99,0.08,11,0
42,18000,RENT,3,VENTURE,8000,6.91,0.44,17,1
45,59000,MORTGAGE,5,MEDICAL,9000,7.9,0.15,16,0
36,53000,MORTGAGE,5,HOMEIMPROVEMENT,10000,13.98,0.19,16,1
39,24000,RENT,,VENTURE,8000,13.8,0.33,12,1
37,59000,MORTGAGE,3,HOMEIMPROVEMENT,9000,10.25,0.15,13,0
36,24000,RENT,2,DEBTCONSOLIDATION,8000,13.61,0.33,14,1
37,59000,MORTGAGE,7,MEDICAL,11000,,0.19,17,0
43,25000,RENT,6,MEDICAL,8000,11.99,0.32,17,1
36,25000,RENT,4,MEDICAL,8000,15.65,0.32,13,1
36,59004,MORTGAGE,11,VENTURE,10000,7.51,0.17,15,0
40,59484,MORTGAGE,13,VENTURE,5500,7.14,0.09,11,0
44,28000,RENT,15,EDUCATION,8000,7.49,0.29,11,0
36,59617,MORTGAGE,14,HOMEIMPROVEMENT,21000,15.62,0.35,13,0
36,59800,MORTGAGE,20,VENTURE,18200,18.25,0.3,15,0
38,30000,RENT,6,MEDICAL,8000,,0.27,14,0
42,30000,RENT,5,VENTURE,8000,14.96,0.27,15,0
41,31000,RENT,3,VENTURE,8000,10.38,0.26,17,0
39,60000,MORTGAGE,1,EDUCATION,17000,14.65,0.28,14,0
48,32000,RENT,4,MEDICAL,8000,6.62,0.25,14,0
45,32000,RENT,0,DEBTCONSOLIDATION,8000,10.99,0.25,12,0
36,60000,MORTGAGE,7,DEBTCONSOLIDATION,17050,12.69,0.28,14,0
37,33600,RENT,3,PERSONAL,8000,,0.24,17,0
36,33996,RENT,12,PERSONAL,8000,,0.24,15,0
36,34000,RENT,2,DEBTCONSOLIDATION,8000,,0.24,16,0
39,35000,RENT,8,EDUCATION,8000,13.22,0.23,14,0
47,30000,RENT,5,DEBTCONSOLIDATION,8000,12.18,0.27,11,1
39,60000,MORTGAGE,6,DEBTCONSOLIDATION,12800,6.62,0.21,14,0
36,30500,RENT,3,HOMEIMPROVEMENT,8000,11.11,0.26,13,1
36,31000,RENT,2,MEDICAL,8000,14.11,0.26,12,1
37,54000,MORTGAGE,1,EDUCATION,3500,16.89,0.06,13,1
42,60000,MORTGAGE,1,MEDICAL,8000,5.42,0.13,13,0
40,60000,MORTGAGE,2,HOMEIMPROVEMENT,14400,5.42,0.24,12,0
46,60000,OWN,18,EDUCATION,4100,13.49,0.07,11,0
38,60000,MORTGAGE,22,VENTURE,2700,11.99,0.04,15,0
40,32000,RENT,2,DEBTCONSOLIDATION,8000,14.96,0.25,17,1
39,33100,RENT,3,DEBTCONSOLIDATION,8000,14.26,0.24,12,1
39,39996,RENT,9,EDUCATION,8000,7.14,0.2,16,0
50,60000,MORTGAGE,8,DEBTCONSOLIDATION,2000,7.49,0.03,15,0
41,60000,MORTGAGE,3,PERSONAL,16800,17.99,0.28,16,0
38,60000,MORTGAGE,7,DEBTCONSOLIDATION,8000,10.99,0.13,13,0
36,34000,RENT,0,HOMEIMPROVEMENT,8000,17.74,0.24,17,1
37,42000,RENT,5,DEBTCONSOLIDATION,8000,12.69,0.19,15,0
39,60000,MORTGAGE,22,PERSONAL,4000,10.59,0.07,12,0
46,60000,MORTGAGE,7,EDUCATION,3600,6.99,0.06,12,0
40,60000,MORTGAGE,1,HOMEIMPROVEMENT,3500,12.99,0.06,14,0
37,43000,RENT,0,MEDICAL,8000,11.49,0.19,13,0
43,60000,MORTGAGE,3,VENTURE,18000,10.99,0.3,11,0
39,44000,RENT,5,MEDICAL,8000,12.53,0.18,14,0
39,60000,OWN,7,VENTURE,6800,17.49,0.11,14,0
48,60000,MORTGAGE,8,MEDICAL,8000,10.37,0.13,17,0
37,45000,RENT,1,EDUCATION,8000,10.74,0.18,17,0
41,39000,RENT,2,PERSONAL,8000,14.84,0.21,14,1
38,60000,MORTGAGE,,DEBTCONSOLIDATION,12000,7.66,0.2,15,0
37,45000,RENT,0,EDUCATION,8000,9.63,0.18,17,0
36,60000,OWN,0,PERSONAL,10225,17.51,0.17,13,0
42,60000,MORTGAGE,4,HOMEIMPROVEMENT,8850,10.37,0.15,16,0
37,47004,RENT,5,EDUCATION,8000,,0.17,12,0
41,48000,RENT,7,EDUCATION,8000,5.99,0.17,15,0
48,60000,MORTGAGE,0,DEBTCONSOLIDATION,2500,7.29,0.04,11,0
41,60000,MORTGAGE,18,EDUCATION,4900,14.09,0.08,12,0
36,50000,RENT,4,PERSONAL,8000,17.49,0.16,14,0
43,50000,RENT,,HOMEIMPROVEMENT,8000,7.49,0.16,16,0
37,50000,RENT,5,HOMEIMPROVEMENT,8000,10.99,0.16,16,0
37,54000,MORTGAGE,21,DEBTCONSOLIDATION,25000,15.57,0.46,16,1
43,60000,MORTGAGE,2,MEDICAL,9250,5.79,0.15,17,0
43,50000,RENT,3,HOMEIMPROVEMENT,8000,12.84,0.16,17,0
41,60000,OWN,7,PERSONAL,12000,6.91,0.2,13,0
42,50000,RENT,3,HOMEIMPROVEMENT,8000,10.14,0.16,15,0
37,50000,RENT,1,DEBTCONSOLIDATION,8000,,0.16,16,0
47,44004,RENT,2,MEDICAL,8000,,0.18,11,1
36,50700,RENT,2,HOMEIMPROVEMENT,8000,10.99,0.16,17,0
41,60000,MORTGAGE,5,MEDICAL,3850,13.35,0.06,13,0
36,51000,RENT,5,MEDICAL,8000,13.47,0.16,13,0
39,60000,MORTGAGE,19,VENTURE,15000,6.91,0.25,14,0
41,54000,MORTGAGE,6,VENTURE,5000,13.23,0.09,12,1
36,60000,MORTGAGE,12,EDUCATION,15000,7.88,0.25,17,0
38,53052,RENT,0,MEDICAL,8000,,0.15,13,0
38,60000,MORTGAGE,9,VENTURE,10000,7.51,0.17,14,0
36,49000,RENT,0,DEBTCONSOLIDATION,8000,15.31,0.16,13,1
36,60000,MORTGAGE,6,MEDICAL,13750,7.51,0.23,12,0
41,57600,RENT,6,PERSONAL,8000,6.03,0.14,12,0
36,53126,RENT,1,MEDICAL,8000,,0.15,14,1
37,60000,MORTGAGE,4,DEBTCONSOLIDATION,12000,12.73,0.2,15,0
45,54000,MORTGAGE,1,EDUCATION,7750,16.07,0.14,13,1
43,60000,RENT,1,MEDICAL,8000,10.37,0.13,16,0
44,60000,MORTGAGE,4,HOMEIMPROVEMENT,15000,,0.25,13,0
40,60000,MORTGAGE,1,VENTURE,4800,14.59,0.08,11,0
39,60000,RENT,3,PERSONAL,8000,9.88,0.13,14,0
40,61500,RENT,3,PERSONAL,8000,11.48,0.13,17,0
39,60197,RENT,6,PERSONAL,5200,,0.09,11,0
38,60000,OWN,2,VENTURE,6000,14.96,0.1,14,0
43,60000,MORTGAGE,27,HOMEIMPROVEMENT,10000,9.88,0.17,16,0
44,68000,RENT,7,EDUCATION,5150,7.9,0.08,14,0
38,60000,MORTGAGE,9,EDUCATION,16000,16.35,0.27,17,0
36,20000,RENT,0,PERSONAL,5075,11.48,0.25,11,1
43,22800,RENT,0,MEDICAL,5075,10.59,0.22,12,0
46,27600,RENT,1,MEDICAL,5050,,0.18,11,0
39,54000,MORTGAGE,0,PERSONAL,6000,11.83,0.11,16,1
36,60000,MORTGAGE,2,EDUCATION,8000,13.92,0.13,15,0
20,34800,RENT,3,MEDICAL,7000,13.61,0.2,2,0
36,15000,RENT,0,PERSONAL,5000,10.59,0.33,11,1
40,60000,MORTGAGE,1,MEDICAL,12000,8.94,0.2,15,0
40,16800,RENT,8,PERSONAL,5000,8.94,0.3,17,1
37,60000,OWN,15,HOMEIMPROVEMENT,5000,9.32,0.08,12,0
39,60000,MORTGAGE,20,MEDICAL,7000,7.68,0.12,15,0
37,60000,MORTGAGE,17,HOMEIMPROVEMENT,6000,9.32,0.1,16,0
37,20004,RENT,0,DEBTCONSOLIDATION,5000,,0.25,12,0
40,60000,OWN,5,VENTURE,12000,9.63,0.2,13,0
47,21000,RENT,9,DEBTCONSOLIDATION,5000,15.99,0.24,16,1
37,21000,RENT,19,PERSONAL,5000,15.21,0.24,11,0
36,54000,MORTGAGE,1,MEDICAL,10000,14.93,0.19,11,1
37,24000,RENT,2,VENTURE,5000,14.65,0.21,14,0
44,60000,OWN,11,PERSONAL,11800,8.63,0.2,12,0
46,60000,MORTGAGE,1,EDUCATION,5000,11.72,0.08,16,0
36,24000,RENT,1,EDUCATION,5000,10.36,0.21,17,0
43,60000,MORTGAGE,6,MEDICAL,4800,9.64,0.08,13,0
39,24000,RENT,9,EDUCATION,5000,11.14,0.21,12,0
36,24960,RENT,3,VENTURE,5000,6.62,0.2,15,0
36,60996,MORTGAGE,8,DEBTCONSOLIDATION,15000,9.63,0.25,14,0
40,54996,MORTGAGE,6,PERSONAL,6000,9.76,0.11,14,1
44,26400,RENT,0,EDUCATION,5000,10,0.19,11,0
41,61000,MORTGAGE,7,DEBTCONSOLIDATION,15000,,0.25,11,0
39,61000,MORTGAGE,3,VENTURE,14000,16.29,0.23,17,0
41,61000,MORTGAGE,16,PERSONAL,8500,,0.14,14,0
37,27036,RENT,2,VENTURE,5000,11.49,0.18,11,0
38,27600,RENT,3,MEDICAL,5000,14.59,0.18,16,1
38,55000,MORTGAGE,4,DEBTCONSOLIDATION,25000,,0.45,14,1
42,61000,OWN,2,PERSONAL,14400,7.51,0.24,17,0
40,62000,RENT,3,DEBTCONSOLIDATION,8000,8.49,0.13,15,0
42,62000,RENT,2,PERSONAL,8000,9.63,0.13,11,0
36,61000,MORTGAGE,2,DEBTCONSOLIDATION,10000,10.25,0.16,12,0
36,62000,RENT,3,DEBTCONSOLIDATION,8000,11.12,0.13,13,0
45,61000,MORTGAGE,2,DEBTCONSOLIDATION,11600,13.48,0.19,11,0
37,61000,MORTGAGE,6,DEBTCONSOLIDATION,10000,13.57,0.16,15,0
45,61000,OWN,7,MEDICAL,20000,13.22,0.33,17,0
39,61250,MORTGAGE,0,PERSONAL,5200,8.49,0.08,17,0
37,61260,MORTGAGE,2,MEDICAL,6350,7.51,0.1,14,0
38,65004,RENT,1,DEBTCONSOLIDATION,8000,11.83,0.12,11,0
38,61450,OWN,6,VENTURE,12500,7.49,0.2,16,0
37,68500,RENT,2,PERSONAL,8000,7.51,0.12,16,0
36,68848,RENT,5,PERSONAL,8000,9.63,0.12,16,0
39,61766,MORTGAGE,4,EDUCATION,5500,7.14,0.09,15,0
