person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,person_cred_hist_length,loan_status,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio
MORTGAGE,HOMEIMPROVEMENT,8.94,0.24,2,0,1733.3333333333333,0.2403846153846154,0.0
MORTGAGE,EDUCATION,15.05,0.07,3,0,1890.909090909091,0.07211538461538461,0.09090909090909091
RENT,PERSONAL,8.94,0.09,4,0,4783.333333333333,0.08710801393728224,0.25
OWN,PERSONAL,11.36,0.35,4,0,1891.090909090909,0.3461205653302567,0.045454545454545456
MORTGAGE,HOMEIMPROVEMENT,5.99,0.1,2,0,1666.56,0.09600614439324116,0.24
RENT,MEDICAL,7.29,0.09,4,0,4600.0,0.08695652173913043,0.24
OWN,VENTURE,11.12,0.48,4,0,1896.2272727272727,0.47942085960160125,0.22727272727272727
OWN,VENTURE,7.51,0.12,2,0,1668.72,0.11985234191476102,0.12
RENT,MEDICAL,10.37,0.09,2,0,4600.0,0.08695652173913043,0.12
MORTGAGE,HOMEIMPROVEMENT,11.36,0.07,3,1,1702.857142857143,0.06711409395973154,0.23809523809523808
RENT,DEBTCONSOLIDATION,14.26,0.09,4,0,4640.0,0.08620689655172414,0.2
MORTGAGE,DEBTCONSOLIDATION,6.03,0.12,2,0,1899.2727272727273,0.11966302891058779,0.2727272727272727
MORTGAGE,VENTURE,6.76,0.07,4,0,1900.0,0.07416267942583732,0.13636363636363635
MORTGAGE,PERSONAL,6.91,0.06,3,0,1900.909090909091,0.05978000956480153,0.18181818181818182
RENT,DEBTCONSOLIDATION,11.71,0.08,3,0,5714.285714285715,0.08333333333333333,0.09523809523809523
RENT,DEBTCONSOLIDATION,9.99,0.08,3,0,5714.285714285715,0.08333333333333333,0.19047619047619047
RENT,HOMEIMPROVEMENT,12.68,0.08,2,0,4615.384615384615,0.08333333333333333,0.4230769230769231
MORTGAGE,HOMEIMPROVEMENT,13.35,0.1,2,1,1562.6521739130435,0.09738182020533652,0.30434782608695654
RENT,MEDICAL,7.88,0.08,2,0,5000.0,0.08333333333333333,0.125
RENT,HOMEIMPROVEMENT,13.61,0.08,4,0,5000.0,0.08333333333333333,0.16666666666666666
RENT,MEDICAL,11.36,0.09,4,1,3991.304347826087,0.10893246187363835,0.30434782608695654
RENT,DEBTCONSOLIDATION,9.32,0.08,2,0,4800.0,0.08333333333333333,0.12
RENT,DEBTCONSOLIDATION,11.66,0.08,2,0,5217.391304347826,0.08333333333333333,0.0
MORTGAGE,DEBTCONSOLIDATION,7.9,0.46,2,0,1750.0,0.45714285714285713,0.20833333333333334
RENT,MEDICAL,10.65,0.08,3,0,4711.538461538462,0.08163265306122448,0.038461538461538464
MORTGAGE,DEBTCONSOLIDATION,9.91,0.07,4,0,1680.0,0.07142857142857142,0.0
RENT,PERSONAL,14.27,0.08,3,0,5391.304347826087,0.08064516129032258,0.08695652173913043
MORTGAGE,PERSONAL,14.65,0.25,2,0,1909.090909090909,0.25,0.045454545454545456
RENT,VENTURE,7.49,0.08,2,0,4807.692307692308,0.08,0.23076923076923078
RENT,HOMEIMPROVEMENT,7.49,0.08,2,0,5200.0,0.07692307692307693,0.28
MORTGAGE,DEBTCONSOLIDATION,12.69,0.11,4,1,1636.3636363636363,0.1111111111111111,0.2727272727272727
MORTGAGE,MEDICAL,14.27,0.14,2,1,1714.2857142857142,0.1388888888888889,0.09523809523809523
MORTGAGE,HOMEIMPROVEMENT,9.91,0.29,2,0,1680.0,0.2857142857142857,0.36
MORTGAGE,PERSONAL,16.77,0.14,3,0,1826.0869565217392,0.14285714285714285,0.0
MORTGAGE,VENTURE,8.9,0.33,4,0,1680.0,0.3327380952380952,0.04
RENT,HOMEIMPROVEMENT,12.84,0.08,3,0,5280.0,0.07575757575757576,0.16
MORTGAGE,EDUCATION,13.49,0.36,4,0,1909.090909090909,0.35714285714285715,0.2727272727272727
RENT,EDUCATION,9.99,0.07,2,0,6363.636363636364,0.07142857142857142,0.0
RENT,HOMEIMPROVEMENT,11.14,0.07,2,0,5833.333333333333,0.07142857142857142,0.0
MORTGAGE,EDUCATION,6.03,0.12,4,0,1750.0,0.11666666666666667,0.20833333333333334
OWN,EDUCATION,6.62,0.19,4,0,1750.0,0.19047619047619047,0.3333333333333333
MORTGAGE,VENTURE,6.03,0.13,3,0,1909.090909090909,0.12857142857142856,0.22727272727272727
OWN,VENTURE,11.36,0.11,3,0,1909.090909090909,0.11428571428571428,0.2727272727272727
RENT,HOMEIMPROVEMENT,10.99,0.07,3,0,5576.923076923077,0.06896551724137931,0.038461538461538464
MORTGAGE,VENTURE,9.91,0.08,2,0,1909.090909090909,0.08333333333333333,0.0
MORTGAGE,EDUCATION,7.51,0.21,4,0,1750.0,0.20654761904761904,0.125
RENT,EDUCATION,12.69,0.06,2,0,6847.826086956522,0.06349206349206349,0.043478260869565216
OWN,EDUCATION,11.36,0.43,2,0,1680.0,0.42857142857142855,0.24
RENT,VENTURE,8.94,0.06,3,0,7272.727272727273,0.0625,0.0
RENT,DEBTCONSOLIDATION,14.96,0.07,4,1,6120.0,0.06535947712418301,0.36
RENT,PERSONAL,9.2,0.06,3,0,6875.0,0.06060606060606061,0.08333333333333333
MORTGAGE,MEDICAL,8.9,0.07,3,0,1750.0,0.0744047619047619,0.25
RENT,HOMEIMPROVEMENT,15.05,0.06,4,0,7000.0,0.05714285714285714,0.16
RENT,VENTURE,13.67,0.04,2,1,9916.666666666666,0.04201680672268908,0.08333333333333333
MORTGAGE,DEBTCONSOLIDATION,12.69,0.22,2,0,1909.090909090909,0.2226190476190476,0.3181818181818182
MORTGAGE,VENTURE,6.62,0.19,3,0,1750.0,0.19047619047619047,0.0
RENT,EDUCATION,11.48,0.41,4,1,1006.1666666666666,0.4130776875931754,0.041666666666666664
RENT,EDUCATION,11.36,0.34,2,1,1318.3636363636363,0.34391808026479104,0.0
RENT,VENTURE,13.11,0.22,3,0,1916.6666666666667,0.21684782608695652,0.08333333333333333
RENT,VENTURE,11.48,0.17,4,0,2727.2727272727275,0.16625,0.2727272727272727
MORTGAGE,MEDICAL,6.03,0.07,2,0,1909.090909090909,0.07142857142857142,0.2727272727272727
RENT,VENTURE,7.51,0.15,2,0,2826.086956521739,0.15346153846153845,0.0
OWN,VENTURE,6.03,0.15,2,0,1826.0869565217392,0.15476190476190477,0.21739130434782608
RENT,VENTURE,10.99,0.14,3,0,3272.7272727272725,0.13854166666666667,0.0
OWN,PERSONAL,6.03,0.24,2,0,1909.090909090909,0.23809523809523808,0.2727272727272727
MORTGAGE,EDUCATION,11.36,0.22,3,0,1680.0,0.21666666666666667,0.36
RENT,DEBTCONSOLIDATION,11.36,0.12,3,0,3781.818181818182,0.11989182692307693,0.2727272727272727
RENT,VENTURE,14.26,0.18,4,0,1075.2,0.18229166666666666,0.04
OWN,EDUCATION,17.49,0.12,2,0,2000.0,0.11904761904761904,0.23809523809523808
RENT,EDUCATION,11.71,0.38,4,1,1200.0,0.375,0.2727272727272727
RENT,VENTURE,7.29,0.33,3,1,1363.6363636363637,0.32916666666666666,0.18181818181818182
MORTGAGE,EDUCATION,10.99,0.19,4,0,1826.0869565217392,0.19047619047619047,0.30434782608695654
RENT,VENTURE,7.29,0.35,4,1,1076.923076923077,0.35,0.19230769230769232
RENT,DEBTCONSOLIDATION,11.36,0.3,2,1,1500.0,0.296969696969697,0.0
RENT,EDUCATION,10.36,0.27,4,0,1440.0,0.2722222222222222,0.12
RENT,DEBTCONSOLIDATION,7.88,0.2,4,0,2086.9565217391305,0.20416666666666666,0.30434782608695654
RENT,EDUCATION,7.51,0.22,2,1,1913.0434782608695,0.22272727272727272,0.30434782608695654
MORTGAGE,HOMEIMPROVEMENT,6.99,0.29,3,0,1750.0,0.2857142857142857,0.16666666666666666
RENT,MEDICAL,13.11,0.22,2,1,1913.0434782608695,0.22272727272727272,0.30434782608695654
MORTGAGE,PERSONAL,11.49,0.02,4,0,1750.0,0.023809523809523808,0.3333333333333333
MORTGAGE,EDUCATION,10.59,0.31,4,1,1384.6153846153845,0.3055555555555556,0.11538461538461539
RENT,HOMEIMPROVEMENT,6.17,0.18,4,0,2229.1666666666665,0.18317757009345795,0.0
RENT,EDUCATION,13.49,0.16,2,0,2608.695652173913,0.16333333333333333,0.17391304347826086
RENT,PERSONAL,11.36,0.16,3,0,2727.2727272727275,0.16333333333333333,0.18181818181818182
RENT,PERSONAL,11.36,0.16,3,0,2400.0,0.16333333333333333,0.16
RENT,MEDICAL,7.51,0.12,4,0,3437.5,0.11878787878787879,0.3333333333333333
RENT,MEDICAL,15.7,0.13,2,1,2882.608695652174,0.1478129713423831,0.30434782608695654
OWN,VENTURE,11.36,0.17,3,0,1909.090909090909,0.16666666666666666,0.13636363636363635
RENT,HOMEIMPROVEMENT,10.25,0.11,4,0,3576.923076923077,0.1053763440860215,0.2692307692307692
MORTGAGE,EDUCATION,14.79,0.17,2,0,1680.0,0.17142857142857143,0.08
RENT,MEDICAL,8.9,0.09,3,0,4115.384615384615,0.09158878504672897,0.07692307692307693
MORTGAGE,HOMEIMPROVEMENT,11.49,0.19,2,1,1565.2173913043478,0.18680555555555556,0.30434782608695654
MORTGAGE,EDUCATION,15.23,0.17,4,0,2000.0,0.16666666666666666,0.23809523809523808
RENT,EDUCATION,12.68,0.13,2,0,1587.1304347826087,0.13423186500109577,0.0
RENT,MEDICAL,11.49,0.15,2,1,1296.0,0.15123456790123457,0.08
RENT,EDUCATION,14.72,0.12,4,0,1826.0869565217392,0.11666666666666667,0.08695652173913043
MORTGAGE,EDUCATION,12.99,0.35,4,0,1909.090909090909,0.35119047619047616,0.2727272727272727
MORTGAGE,EDUCATION,12.99,0.14,2,0,1909.090909090909,0.14285714285714285,0.2727272727272727
MORTGAGE,VENTURE,6.99,0.12,4,0,1909.090909090909,0.11904761904761904,0.22727272727272727
MORTGAGE,HOMEIMPROVEMENT,10.59,0.13,2,1,1384.6153846153845,0.125,0.038461538461538464
RENT,EDUCATION,8.49,0.1,3,0,2173.913043478261,0.098,0.0
RENT,EDUCATION,8.94,0.1,2,0,2380.9523809523807,0.098,0.23809523809523808
RENT,MEDICAL,9.99,0.09,3,0,2151.25,0.09490606236684099,0.0
RENT,PERSONAL,11.36,0.09,2,0,2352.0,0.09057971014492754,0.08695652173913043
MORTGAGE,VENTURE,5.42,0.19,3,0,1826.0869565217392,0.19047619047619047,0.30434782608695654
RENT,PERSONAL,9.99,0.07,2,0,2900.0,0.07040229885057471,0.3333333333333333
MORTGAGE,PERSONAL,15.23,0.29,3,0,1826.0869565217392,0.2857142857142857,0.30434782608695654
OWN,MEDICAL,9.99,0.19,4,0,2000.0,0.19047619047619047,0.23809523809523808
RENT,PERSONAL,12.87,0.07,3,0,3083.3333333333335,0.06621621621621622,0.041666666666666664
RENT,DEBTCONSOLIDATION,8.94,0.05,2,0,4652.173913043478,0.04579439252336449,0.08695652173913043
RENT,HOMEIMPROVEMENT,9.63,0.37,3,1,531.84,0.3722924187725632,0.0
RENT,PERSONAL,8.9,0.33,4,1,681.8181818181819,0.33,0.13636363636363635
MORTGAGE,PERSONAL,5.42,0.26,4,0,1750.0,0.2619047619047619,0.375
MORTGAGE,PERSONAL,7.49,0.24,4,0,1750.0,0.23809523809523808,0.08333333333333333
MORTGAGE,MEDICAL,15.23,0.11,3,1,1500.0,0.1111111111111111,0.20833333333333334
RENT,DEBTCONSOLIDATION,7.51,0.15,2,1,1545.4545454545455,0.1463235294117647,0.13636363636363635
RENT,DEBTCONSOLIDATION,6.76,0.07,4,0,3125.0,0.06633333333333333,0.0
RENT,MEDICAL,6.17,0.05,3,0,4318.181818181818,0.05236842105263158,0.0
OWN,PERSONAL,5.42,0.14,2,0,1826.0869565217392,0.14285714285714285,0.0
RENT,VENTURE,8.94,0.18,3,0,1216.1739130434783,0.17875017875017876,0.2608695652173913
RENT,VENTURE,17.51,0.18,4,1,1272.5454545454545,0.17859694242034577,0.045454545454545456
MORTGAGE,VENTURE,11.49,0.03,3,0,1750.0,0.02857142857142857,0.16666666666666666
RENT,MEDICAL,11.36,0.18,3,0,1272.5454545454545,0.17859694242034577,0.18181818181818182
MORTGAGE,HOMEIMPROVEMENT,15.28,0.06,2,0,1750.0,0.05952380952380952,0.3333333333333333
RENT,DEBTCONSOLIDATION,13.72,0.18,4,1,1217.391304347826,0.17857142857142858,0.17391304347826086
RENT,MEDICAL,11.78,0.18,4,0,1217.391304347826,0.17857142857142858,0.0
RENT,MEDICAL,7.68,0.18,3,0,1166.6666666666667,0.17857142857142858,0.0
RENT,EDUCATION,8.9,0.17,2,0,1152.0,0.1736111111111111,0.0
RENT,EDUCATION,6.91,0.17,2,0,1309.090909090909,0.1736111111111111,0.2727272727272727
RENT,EDUCATION,11.49,0.17,2,0,1252.1739130434783,0.1736111111111111,0.0
MORTGAGE,MEDICAL,6.0,0.18,2,0,1826.0869565217392,0.18095238095238095,0.34782608695652173
MORTGAGE,PERSONAL,11.36,0.17,4,0,1909.090909090909,0.16785714285714284,0.18181818181818182
RENT,VENTURE,13.11,0.17,3,0,1252.1739130434783,0.1736111111111111,0.08695652173913043
RENT,EDUCATION,14.84,0.17,2,0,1265.2173913043478,0.1718213058419244,0.13043478260869565
RENT,EDUCATION,10.99,0.17,4,0,1213.3333333333333,0.1717032967032967,0.0
RENT,DEBTCONSOLIDATION,7.66,0.17,4,0,1292.608695652174,0.16818028927009754,0.08695652173913043
RENT,EDUCATION,11.12,0.17,3,1,1357.5,0.16742005692281936,0.2727272727272727
MORTGAGE,DEBTCONSOLIDATION,7.29,0.06,4,0,2000.0,0.05952380952380952,0.047619047619047616
RENT,EDUCATION,12.42,0.17,2,1,1153.8461538461538,0.16666666666666666,0.07692307692307693
RENT,EDUCATION,7.9,0.17,3,0,1200.0,0.16666666666666666,0.0
MORTGAGE,DEBTCONSOLIDATION,11.11,0.53,3,0,1750.0,0.5297619047619048,0.3333333333333333
RENT,DEBTCONSOLIDATION,12.69,0.17,4,1,1250.0,0.16666666666666666,0.25
RENT,PERSONAL,11.36,0.17,2,0,1153.8461538461538,0.16666666666666666,0.15384615384615385
MORTGAGE,HOMEIMPROVEMENT,11.36,0.3,3,1,1565.2173913043478,0.2986111111111111,0.30434782608695654
RENT,EDUCATION,11.36,0.17,2,0,1363.6363636363637,0.16666666666666666,0.09090909090909091
RENT,HOMEIMPROVEMENT,12.99,0.17,2,1,1304.3478260869565,0.16666666666666666,0.0
OWN,VENTURE,7.66,0.21,2,0,1909.090909090909,0.21428571428571427,0.09090909090909091
RENT,MEDICAL,11.36,0.17,2,0,1153.8461538461538,0.16666666666666666,0.4230769230769231
RENT,HOMEIMPROVEMENT,8.88,0.17,3,1,1363.6363636363637,0.16666666666666666,0.0
RENT,EDUCATION,11.36,0.17,3,0,1304.3478260869565,0.16666666666666666,0.0
RENT,EDUCATION,11.86,0.17,2,0,1200.0,0.16666666666666666,0.16
OWN,VENTURE,7.66,0.29,3,0,1750.0,0.2857142857142857,0.2916666666666667
RENT,EDUCATION,11.49,0.17,2,0,1363.6363636363637,0.16666666666666666,0.0
RENT,PERSONAL,11.86,0.17,2,0,1304.3478260869565,0.16666666666666666,0.0
RENT,VENTURE,8.59,0.17,2,0,1428.5714285714287,0.16666666666666666,0.0
RENT,PERSONAL,14.96,0.17,2,1,1428.5714285714287,0.16666666666666666,0.09523809523809523
MORTGAGE,HOMEIMPROVEMENT,10.0,0.08,3,0,1680.0,0.07738095238095238,0.36
RENT,VENTURE,13.92,0.17,4,0,1428.5714285714287,0.16666666666666666,0.14285714285714285
RENT,EDUCATION,11.14,0.17,2,0,1250.0,0.16666666666666666,0.0
MORTGAGE,EDUCATION,6.54,0.39,4,1,1714.2857142857142,0.3888888888888889,0.0
RENT,DEBTCONSOLIDATION,14.42,0.17,4,1,1153.8461538461538,0.16666666666666666,0.2692307692307692
RENT,PERSONAL,11.59,0.17,4,0,1304.3478260869565,0.16666666666666666,0.0
RENT,EDUCATION,10.33,0.17,3,0,1363.6363636363637,0.16666666666666666,0.0
RENT,EDUCATION,11.12,0.17,2,0,1311.2608695652175,0.16578799031798136,0.0
MORTGAGE,HOMEIMPROVEMENT,5.42,0.24,2,0,1680.0,0.23809523809523808,0.12
OWN,EDUCATION,11.36,0.29,4,0,1909.090909090909,0.2857142857142857,0.0
RENT,VENTURE,10.0,0.16,2,0,1404.5454545454545,0.16181229773462782,0.13636363636363635
MORTGAGE,VENTURE,6.17,0.04,3,0,1826.0869565217392,0.03571428571428571,0.08695652173913043
RENT,EDUCATION,14.96,0.16,3,0,1192.3076923076924,0.16129032258064516,0.15384615384615385
RENT,MEDICAL,10.62,0.16,4,0,1409.090909090909,0.16129032258064516,0.09090909090909091
RENT,PERSONAL,8.94,0.16,2,0,1240.0,0.16129032258064516,0.0
RENT,EDUCATION,8.63,0.16,2,0,1200.0,0.16025641025641027,0.3076923076923077
RENT,PERSONAL,7.51,0.16,3,0,1427.4545454545455,0.1592153865749586,0.0
MORTGAGE,VENTURE,10.36,0.08,2,0,1680.0,0.08333333333333333,0.0
RENT,DEBTCONSOLIDATION,8.0,0.16,3,0,1387.8260869565217,0.15664160401002505,0.0
MORTGAGE,EDUCATION,6.54,0.26,3,0,1826.0869565217392,0.2619047619047619,0.13043478260869565
OWN,VENTURE,8.88,0.29,4,0,2000.0,0.2916666666666667,0.23809523809523808
RENT,VENTURE,14.27,0.16,4,1,1280.0,0.15625,0.36
RENT,HOMEIMPROVEMENT,12.69,0.16,4,1,1391.304347826087,0.15625,0.17391304347826086
RENT,VENTURE,6.03,0.16,2,0,1230.7692307692307,0.15625,0.11538461538461539
MORTGAGE,DEBTCONSOLIDATION,14.84,0.19,3,1,1636.3636363636363,0.19444444444444445,0.13636363636363635
RENT,DEBTCONSOLIDATION,14.79,0.16,2,0,1391.304347826087,0.15625,0.13043478260869565
MORTGAGE,VENTURE,11.12,0.22,4,0,1750.0,0.22023809523809523,0.25
RENT,DEBTCONSOLIDATION,7.49,0.16,2,0,1230.7692307692307,0.15625,0.11538461538461539
RENT,MEDICAL,11.36,0.16,3,0,1333.3333333333333,0.15625,0.041666666666666664
RENT,PERSONAL,12.53,0.16,3,0,1230.7692307692307,0.15625,0.38461538461538464
RENT,EDUCATION,7.68,0.16,4,0,1523.8095238095239,0.15625,0.14285714285714285
RENT,DEBTCONSOLIDATION,13.23,0.16,2,0,1333.5,0.15623047119110112,0.125
RENT,DEBTCONSOLIDATION,14.35,0.16,3,0,1280.16,0.15623047119110112,0.2
MORTGAGE,PERSONAL,10.38,0.29,4,0,1750.0,0.2857142857142857,0.3333333333333333
RENT,MEDICAL,11.36,0.15,2,0,1408.695652173913,0.15432098765432098,0.0
MORTGAGE,MEDICAL,13.23,0.1,2,0,1750.0,0.1,0.2916666666666667
MORTGAGE,HOMEIMPROVEMENT,7.14,0.17,4,1,1500.0,0.16666666666666666,0.3333333333333333
RENT,PERSONAL,13.48,0.15,3,0,1489.090909090909,0.15262515262515264,0.13636363636363635
RENT,DEBTCONSOLIDATION,14.61,0.15,3,1,1498.5454545454545,0.1516622179082747,0.09090909090909091
RENT,MEDICAL,12.69,0.15,4,0,1269.2307692307693,0.15151515151515152,0.07692307692307693
MORTGAGE,HOMEIMPROVEMENT,11.49,0.17,2,1,1384.6153846153845,0.16666666666666666,0.07692307692307693
RENT,PERSONAL,10.62,0.15,2,0,1434.7826086956522,0.15151515151515152,0.21739130434782608
MORTGAGE,DEBTCONSOLIDATION,7.88,0.26,2,0,1826.0869565217392,0.2619047619047619,0.0
RENT,DEBTCONSOLIDATION,10.25,0.15,4,0,1500.0,0.15151515151515152,0.045454545454545456
RENT,MEDICAL,11.36,0.15,3,0,1375.0,0.15151515151515152,0.3333333333333333
RENT,EDUCATION,12.84,0.15,2,0,1571.4285714285713,0.15151515151515152,0.23809523809523808
OWN,MEDICAL,7.51,0.07,2,0,1750.0,0.07142857142857142,0.2916666666666667
RENT,PERSONAL,11.36,0.15,4,0,1435.5217391304348,0.15143713844383197,0.043478260869565216
RENT,DEBTCONSOLIDATION,14.11,0.15,4,1,1280.0,0.1502403846153846,0.4230769230769231
RENT,VENTURE,13.49,0.15,4,0,1460.8695652173913,0.1488095238095238,0.13043478260869565
RENT,EDUCATION,13.49,0.15,3,0,1600.0,0.1488095238095238,0.19047619047619047
MORTGAGE,EDUCATION,11.36,0.33,4,0,2000.0,0.3273809523809524,0.14285714285714285
RENT,PERSONAL,12.18,0.15,3,0,1618.857142857143,0.14707612660312977,0.0
RENT,VENTURE,9.38,0.15,3,0,1359.84,0.14707612660312977,0.0
MORTGAGE,MEDICAL,7.51,0.2,4,0,1750.0,0.20238095238095238,0.125
RENT,VENTURE,11.36,0.15,2,0,1360.0,0.14705882352941177,0.24
RENT,VENTURE,7.88,0.15,4,0,1478.2608695652175,0.14705882352941177,0.17391304347826086
MORTGAGE,EDUCATION,7.51,0.08,2,0,2000.0,0.08333333333333333,0.2857142857142857
RENT,DEBTCONSOLIDATION,8.0,0.15,4,0,1545.4545454545455,0.14705882352941177,0.13636363636363635
RENT,VENTURE,13.49,0.15,4,0,1376.0,0.14534883720930233,0.36
RENT,VENTURE,11.36,0.14,4,0,1568.1818181818182,0.14492753623188406,0.045454545454545456
RENT,HOMEIMPROVEMENT,10.99,0.14,2,1,1513.0434782608695,0.14367816091954022,0.043478260869565216
MORTGAGE,EDUCATION,14.59,0.24,2,0,1826.0869565217392,0.23809523809523808,0.30434782608695654
RENT,DEBTCONSOLIDATION,11.49,0.14,3,0,1454.1666666666667,0.14326647564469913,0.125
RENT,PERSONAL,11.36,0.14,3,0,1590.5454545454545,0.14288980338363055,0.045454545454545456
RENT,MEDICAL,11.71,0.14,3,0,1458.3333333333333,0.14285714285714285,0.16666666666666666
RENT,MEDICAL,11.71,0.14,2,0,1400.0,0.14285714285714285,0.0
RENT,MEDICAL,10.65,0.14,3,0,1666.6666666666667,0.14285714285714285,0.23809523809523808
RENT,MEDICAL,11.71,0.14,2,0,1590.909090909091,0.14285714285714285,0.09090909090909091
RENT,PERSONAL,6.99,0.14,2,0,1521.7391304347825,0.14285714285714285,0.21739130434782608
RENT,MEDICAL,12.99,0.17,2,1,1115.3846153846155,0.1724137931034483,0.23076923076923078
MORTGAGE,MEDICAL,11.36,0.28,2,1,1440.0,0.2777777777777778,0.24
MORTGAGE,EDUCATION,10.25,0.12,4,0,1826.0869565217392,0.12380952380952381,0.08695652173913043
RENT,MEDICAL,11.36,0.14,4,0,1590.909090909091,0.14285714285714285,0.2727272727272727
RENT,MEDICAL,11.36,0.14,2,0,1521.7391304347825,0.14285714285714285,0.13043478260869565
RENT,MEDICAL,10.36,0.14,3,0,1400.0,0.14285714285714285,0.12
RENT,DEBTCONSOLIDATION,7.88,0.14,3,0,1590.909090909091,0.14285714285714285,0.13636363636363635
RENT,DEBTCONSOLIDATION,7.88,0.14,4,0,1458.3333333333333,0.14285714285714285,0.3333333333333333
RENT,PERSONAL,13.23,0.14,2,0,1590.909090909091,0.14285714285714285,0.18181818181818182
MORTGAGE,DEBTCONSOLIDATION,8.59,0.17,3,0,1680.0,0.16666666666666666,0.2
MORTGAGE,DEBTCONSOLIDATION,13.22,0.38,4,1,1440.0,0.3819444444444444,0.08
MORTGAGE,VENTURE,11.48,0.11,3,0,1615.3846153846155,0.10714285714285714,0.0
RENT,DEBTCONSOLIDATION,15.7,0.17,3,1,1160.0,0.1724137931034483,0.12
MORTGAGE,MEDICAL,8.94,0.12,2,0,1909.090909090909,0.11904761904761904,0.2727272727272727
RENT,MEDICAL,11.36,0.17,3,1,1260.8695652173913,0.1724137931034483,0.043478260869565216
RENT,EDUCATION,6.92,0.17,3,1,1208.5,0.17239001517032135,0.16666666666666666
RENT,MEDICAL,14.72,0.14,3,0,1521.9130434782608,0.1428408181922066,0.17391304347826086
MORTGAGE,PERSONAL,8.94,0.14,2,0,1680.0,0.14285714285714285,0.08
MORTGAGE,HOMEIMPROVEMENT,8.59,0.17,2,0,1750.0,0.16666666666666666,0.08333333333333333
RENT,PERSONAL,8.94,0.14,2,0,1400.16,0.1428408181922066,0.12
RENT,EDUCATION,13.57,0.14,3,0,1544.3478260869565,0.14076576576576577,0.13043478260869565
RENT,PERSONAL,11.36,0.14,4,0,1692.857142857143,0.14064697609001406,0.14285714285714285
RENT,VENTURE,7.68,0.14,4,0,1380.0,0.13935340022296544,0.07692307692307693
RENT,MEDICAL,18.25,0.17,2,1,1363.6363636363637,0.16666666666666666,0.13636363636363635
OTHER,DEBTCONSOLIDATION,14.26,0.29,4,0,2000.0,0.2857142857142857,0.23809523809523808
RENT,EDUCATION,14.79,0.14,2,0,1565.2173913043478,0.1388888888888889,0.043478260869565216
RENT,EDUCATION,12.99,0.14,4,0,1714.2857142857142,0.1388888888888889,0.14285714285714285
RENT,PERSONAL,14.17,0.17,3,1,1304.3478260869565,0.16666666666666666,0.30434782608695654
RENT,VENTURE,10.37,0.14,4,0,1384.6153846153845,0.1388888888888889,0.15384615384615385
MORTGAGE,PERSONAL,13.57,0.14,3,0,1826.0869565217392,0.13690476190476192,0.043478260869565216
RENT,DEBTCONSOLIDATION,14.54,0.17,4,1,1363.6363636363637,0.16666666666666666,0.09090909090909091
RENT,EDUCATION,11.36,0.14,3,0,1565.2173913043478,0.1388888888888889,0.0
RENT,DEBTCONSOLIDATION,6.17,0.14,2,0,1565.2173913043478,0.1388888888888889,0.0
RENT,MEDICAL,17.43,0.17,2,1,1363.6363636363637,0.16666666666666666,0.2727272727272727
MORTGAGE,MEDICAL,11.26,0.36,4,0,1615.3846153846155,0.35714285714285715,0.15384615384615385
OWN,PERSONAL,11.89,0.1,4,0,1826.0869565217392,0.10476190476190476,0.30434782608695654
RENT,VENTURE,15.21,0.17,3,1,1363.6363636363637,0.16666666666666666,0.18181818181818182
RENT,HOMEIMPROVEMENT,15.7,0.17,4,1,1250.0,0.16666666666666666,0.041666666666666664
RENT,MEDICAL,13.48,0.14,3,0,1636.3636363636363,0.1388888888888889,0.0
RENT,MEDICAL,13.22,0.14,4,0,1565.2173913043478,0.1388888888888889,0.043478260869565216
RENT,EDUCATION,7.49,0.14,4,0,1569.5652173913043,0.13850415512465375,0.08695652173913043
MORTGAGE,EDUCATION,11.36,0.31,4,0,1909.090909090909,0.30952380952380953,0.045454545454545456
OWN,HOMEIMPROVEMENT,9.63,0.19,2,0,1680.0,0.19047619047619047,0.36
RENT,VENTURE,12.84,0.14,4,0,1393.2692307692307,0.13802622498274672,0.07692307692307693
RENT,DEBTCONSOLIDATION,6.03,0.14,3,0,1516.5,0.13737773381690296,0.3333333333333333
RENT,MEDICAL,8.9,0.14,4,0,1400.0,0.13736263736263737,0.11538461538461539
RENT,DEBTCONSOLIDATION,6.54,0.14,2,0,1459.2,0.13706140350877194,0.16
RENT,VENTURE,9.99,0.14,3,0,1681.6363636363637,0.13514974591847767,0.13636363636363635
MORTGAGE,EDUCATION,11.78,0.13,4,0,1826.0869565217392,0.12857142857142856,0.13043478260869565
OWN,VENTURE,10.51,0.18,3,0,1750.0,0.17857142857142858,0.041666666666666664
RENT,MEDICAL,5.42,0.14,2,0,1681.6363636363637,0.13514974591847767,0.0
MORTGAGE,PERSONAL,11.28,0.05,2,0,1750.0,0.047619047619047616,0.08333333333333333
RENT,PERSONAL,10.65,0.14,4,0,1681.8181818181818,0.13513513513513514,0.18181818181818182
MORTGAGE,HOMEIMPROVEMENT,12.29,0.14,3,1,1384.6153846153845,0.1388888888888889,0.38461538461538464
RENT,PERSONAL,11.03,0.13,3,0,1704.5454545454545,0.13333333333333333,0.18181818181818182
MORTGAGE,EDUCATION,12.92,0.36,2,0,1615.3846153846155,0.35892857142857143,0.4230769230769231
